name,address,coordinates,govprisons,private,geoprison,corecivicprison,coordinates_rev,State,stateshortname,PrisonName,stateprison,longitude,latitude,geometry
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Colorado Territorial Correctional Facility ,1.0,-105.2494244,38.4373058,POINT (-105.2494244 38.4373058)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Delta Correctional Center,1.0,-108.0689582,38.7422062,POINT (-108.0689582 38.7422062)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Denver Reception & Diagnostic Center,1.0,-104.990251,39.7392358,POINT (-104.990251 39.7392358)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Denver Women's Correctional Facility ,1.0,-104.8628834,39.7651016,POINT (-104.8628834 39.7651016)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Four Mile Correctional Center ,1.0,-106.1086379,37.7530563,POINT (-106.1086379 37.7530563)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Fremont Correctional Facility,1.0,-105.160995,38.4227307,POINT (-105.160995 38.4227307)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,LaVista Correctional Facility ,1.0,-104.6297228,38.2849302,POINT (-104.6297228 38.2849302)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Limon Correctional Facility,1.0,-103.6937878,39.2165582,POINT (-103.6937878 39.2165582)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Rifle Correctional Center ,1.0,-107.7831198,39.5347023,POINT (-107.7831198 39.5347023)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,San Carlos Correctional Facility ,1.0,-104.6315424,38.2799147,POINT (-104.6315424 38.2799147)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Skyline Correctional Center,1.0,-105.7820674,39.5500507,POINT (-105.7820674 39.5500507)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Sterling Correctional Facility ,1.0,-103.1622869,40.6113752,POINT (-103.1622869 40.6113752)
,,,1.0,0.0,0.0,0.0,,Colorado,CO,Trinidad Correctional Facility,1.0,-104.2868913,37.3003414,POINT (-104.2868913 37.3003414)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Bridgeport Correctional Center ,1.0,-73.20105819999999,41.19050499999999,POINT (-73.20105819999999 41.19050499999999)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Brooklyn Correctional Institution,1.0,-71.95420349999999,41.7842438,POINT (-71.95420349999999 41.7842438)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Cheshire Correctional Institution,1.0,-72.9000526,41.5214745,POINT (-72.9000526 41.5214745)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Corrigan-Radgowski Correctional Center ,1.0,-72.1116828,41.4531688,POINT (-72.1116828 41.4531688)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Garner Correctional Institution,1.0,-73.2721138,41.4001595,POINT (-73.2721138 41.4001595)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Hartford Correctional Center ,1.0,-72.6615415,41.793534,POINT (-72.6615415 41.793534)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,MacDougall-Walker Correctional Institution,1.0,-72.63769529999999,41.9500617,POINT (-72.63769529999999 41.9500617)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Manson Youth Institution ,1.0,-72.8995496,41.5288489,POINT (-72.8995496 41.5288489)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,New Haven Correctional Center ,1.0,-72.9398592,41.3176058,POINT (-72.9398592 41.3176058)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Osborn Correctional Institution ,1.0,-72.4971879,42.0166063,POINT (-72.4971879 42.0166063)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Robinson Correctional Institution ,1.0,-72.5155915,42.015646,POINT (-72.5155915 42.015646)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,Willard-Cybulski Correctional Institution,1.0,-72.506421,42.0232992,POINT (-72.506421 42.0232992)
,,,1.0,0.0,0.0,0.0,,Connecticut,CT,York Correctional Institution,1.0,-72.2374802,41.3228139,POINT (-72.2374802 41.3228139)
,,,1.0,0.0,0.0,0.0,,Delaware,DE,Delores J. Baylor Women's Correctional Institution,1.0,-75.581426,39.7033341,POINT (-75.581426 39.7033341)
,,,1.0,0.0,0.0,0.0,,Delaware,DE,Howard R. Young Correctional Institution ,1.0,-75.5297229,39.7413509,POINT (-75.5297229 39.7413509)
,,,1.0,0.0,0.0,0.0,,Delaware,DE,James T. Vaughn Correctional Center ,1.0,-75.5996353,39.3330245,POINT (-75.5996353 39.3330245)
,,,1.0,0.0,0.0,0.0,,Delaware,DE,Sussex Correctional Institution ,1.0,-75.3702148,38.6598301,POINT (-75.3702148 38.6598301)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"Apalachee Correctional Institution, East Unit ",1.0,-84.88974879999999,30.710793,POINT (-84.88974879999999 30.710793)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"Apalachee Correctional Institution, West Unit",1.0,-84.88974879999999,30.710793,POINT (-84.88974879999999 30.710793)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Avon Park Correctional Institution ,1.0,-81.3597503,27.6621387,POINT (-81.3597503 27.6621387)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Baker Correctional Institution ,1.0,-82.37440389999999,30.2144847,POINT (-82.37440389999999 30.2144847)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Calhoun Correctional Institution ,1.0,-85.06478299999999,30.408688,POINT (-85.06478299999999 30.408688)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Central Florida Reception Center ,1.0,-81.15413660000002,28.4633896,POINT (-81.15413660000002 28.4633896)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"Central Florida Reception Center, East Unit",1.0,-81.15413660000002,28.4633896,POINT (-81.15413660000002 28.4633896)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"Central Florida Reception Center, South Unit",1.0,-81.15413660000002,28.4633896,POINT (-81.15413660000002 28.4633896)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Century Correctional Institution ,1.0,-87.29151639999999,30.9566346,POINT (-87.29151639999999 30.9566346)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Charlotte Correctional Institution,1.0,-81.9034428,26.8045727,POINT (-81.9034428 26.8045727)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Columbia Correctional Institution,1.0,-82.5027676,30.193184,POINT (-82.5027676 30.193184)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Columbia Correctional Institution Annex ,1.0,-82.5027676,30.193184,POINT (-82.5027676 30.193184)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Cross City Correctional Institution,1.0,-83.0987298,29.6346041,POINT (-83.0987298 29.6346041)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Cross City East Unit,1.0,-83.0867971,29.638087,POINT (-83.0867971 29.638087)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Dade Correctional Institution ,1.0,-80.49993909999999,25.415396,POINT (-80.49993909999999 25.415396)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Desoto Annex ,1.0,-81.8435678,27.2118463,POINT (-81.8435678 27.2118463)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Everglades Correctional Institution,1.0,-80.4919468,25.7497243,POINT (-80.4919468 25.7497243)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Florida State Prison ,1.0,-82.18270369999999,30.05801109999999,POINT (-82.18270369999999 30.05801109999999)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"Florida State Prison, West Unit ",1.0,-81.5157535,27.6648274,POINT (-81.5157535 27.6648274)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Florida Women's Reception Center,1.0,-82.1883848,29.3099196,POINT (-82.1883848 29.3099196)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Franklin Correctional Institution,1.0,-84.6458688,29.8798973,POINT (-84.6458688 29.8798973)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Gulf Correctional Institution,1.0,-85.2638924,30.1742915,POINT (-85.2638924 30.1742915)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Gulf Correctional Institution Annex,1.0,-85.2638924,30.1742915,POINT (-85.2638924 30.1742915)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Hamilton Correctional Institution,1.0,-82.9631939,30.5046671,POINT (-82.9631939 30.5046671)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Hamilton Correctional Institution Annex ,1.0,-82.9705278,30.50377529999999,POINT (-82.9705278 30.50377529999999)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Hardee Correctional Institution,1.0,-82.0117123,27.5905601,POINT (-82.0117123 27.5905601)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Hernando Correctional Institution,1.0,-82.45414629999999,28.4830854,POINT (-82.45414629999999 28.4830854)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Holmes Correctional Institution ,1.0,-85.66998819999999,30.7586889,POINT (-85.66998819999999 30.7586889)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Homestead Correctional Institution,1.0,-80.4984553,25.4138124,POINT (-80.4984553 25.4138124)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Jackson Correctional Institution ,1.0,-85.16786979999999,30.9688028,POINT (-85.16786979999999 30.9688028)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Jefferson Correctional Institution,1.0,-83.79830869999999,30.51004,POINT (-83.79830869999999 30.51004)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Lake Correctional Institution ,1.0,-81.7650309,28.6229661,POINT (-81.7650309 28.6229661)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Lancaster Correctional Institution ,1.0,-82.8631645,29.6073295,POINT (-82.8631645 29.6073295)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Lawtey Correctional Institution ,1.0,-82.07135439999999,30.0327796,POINT (-82.07135439999999 30.0327796)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Liberty Correctional Institution,1.0,-84.86501539999999,30.4652665,POINT (-84.86501539999999 30.4652665)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Lowell Correctional Institution ,1.0,-82.19910039999999,29.3139117,POINT (-82.19910039999999 29.3139117)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Lowell Annex,1.0,-82.19910039999999,29.3139117,POINT (-82.19910039999999 29.3139117)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Madison Correctional Institution ,1.0,-83.4211536,30.4428717,POINT (-83.4211536 30.4428717)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Marion Correctional Institution ,1.0,-82.1768417,29.3060321,POINT (-82.1768417 29.3060321)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Martin Correctional Institution,1.0,-80.4826583,27.1975803,POINT (-80.4826583 27.1975803)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Mayo Correctional Institution Annex ,1.0,-83.30515249999999,30.1327563,POINT (-83.30515249999999 30.1327563)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Northwest Florida Reception Center,1.0,-81.5157535,27.6648274,POINT (-81.5157535 27.6648274)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Northwest Florida Reception Center Annex,1.0,-85.6568367,30.5176927,POINT (-85.6568367 30.5176927)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Okaloosa Correctional Institution ,1.0,-86.5240944,30.6946544,POINT (-86.5240944 30.6946544)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Okeechobee Correctional Institution,1.0,-80.7841,27.3993504,POINT (-80.7841 27.3993504)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Polk Correctional Institution ,1.0,-81.7858217,28.1915708,POINT (-81.7858217 28.1915708)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Putnam Correctional Institution,1.0,-81.5881271,29.64515299999999,POINT (-81.5881271 29.64515299999999)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Quincy Annex,1.0,-84.59105799999999,30.5880468,POINT (-84.59105799999999 30.5880468)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Reception and Medical Center ,1.0,-82.3564904,29.9885584,POINT (-82.3564904 29.9885584)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"Reception and Medical Center, West Unit",1.0,-82.36789,29.9938912,POINT (-82.36789 29.9938912)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Santa Rosa Correctional Institution,1.0,-86.9684485,30.6452916,POINT (-86.9684485 30.6452916)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Santa Rosa Correctional Institution Annex,1.0,-86.9684485,30.6452916,POINT (-86.9684485 30.6452916)
,,,1.0,0.0,0.0,0.0,,Florida,FL,South Florida Reception Center ,1.0,-80.4255427,25.8073845,POINT (-80.4255427 25.8073845)
,,,1.0,0.0,0.0,0.0,,Florida,FL,"South Florida Reception Center, South Unit ",1.0,-80.4229199,25.7999066,POINT (-80.4229199 25.7999066)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Sumter Correctional Institution,1.0,-82.2045704,28.6174575,POINT (-82.2045704 28.6174575)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Suwannee Correctional Institution ,1.0,-82.8688796,30.2380869,POINT (-82.8688796 30.2380869)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Suwannee Correctional Institution Annex ,1.0,-82.8673535,30.2383753,POINT (-82.8673535 30.2383753)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Taylor Correctional Institution,1.0,-83.7150949,30.0401786,POINT (-83.7150949 30.0401786)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Taylor Correctional Institution Annex,1.0,-83.7150949,30.0401786,POINT (-83.7150949 30.0401786)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Tomoka Correctional Institution,1.0,-81.15687000000001,29.1514046,POINT (-81.15687000000001 29.1514046)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Union Correctional Institution ,1.0,-82.192696,30.0696358,POINT (-82.192696 30.0696358)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Wakulla Correctional Institution,1.0,-84.1744418,30.261194,POINT (-84.1744418 30.261194)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Wakulla Correctional Institution Annex ,1.0,-84.1744418,30.261194,POINT (-84.1744418 30.261194)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Walton Correctional Institution ,1.0,-86.1027907,30.7781095,POINT (-86.1027907 30.7781095)
,,,1.0,0.0,0.0,0.0,,Florida,FL,Zephyrhills Correctional Institution,1.0,-82.19705669999999,28.1978703,POINT (-82.19705669999999 28.1978703)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Arrendale State Prison,1.0,-83.5934012,34.4506986,POINT (-83.5934012 34.4506986)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Augusta State Medical Prison,1.0,-82.187621,33.4319375,POINT (-82.187621 33.4319375)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Baldwin State Prison,1.0,-83.2210446,33.0253455,POINT (-83.2210446 33.0253455)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Burruss Correctional Training Center,1.0,-83.975264,33.0567265,POINT (-83.975264 33.0567265)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Calhoun State Prison,1.0,-84.6166736,31.539756,POINT (-84.6166736 31.539756)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Central State Prison,1.0,-83.7513307,32.7781645,POINT (-83.7513307 32.7781645)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Coastal State Prison,1.0,-81.1873482,32.1380507,POINT (-81.1873482 32.1380507)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Dodge State Prison,1.0,-83.1675841,32.3934551,POINT (-83.1675841 32.3934551)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Dooly State Prison,1.0,-83.7167539,32.2808042,POINT (-83.7167539 32.2808042)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Emanuel Women's Facility,1.0,-82.3567059,32.6126699,POINT (-82.3567059 32.6126699)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Georgia Diagnostic and Classification State Prison,1.0,-84.0614384,33.2192134,POINT (-84.0614384 33.2192134)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Hancock State Prison,1.0,-82.9508616,33.2457447,POINT (-82.9508616 33.2457447)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Hays State Prison,1.0,-85.3117347,34.50804189999999,POINT (-85.3117347 34.50804189999999)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Helms Facility,1.0,-84.3381958,33.6887794,POINT (-84.3381958 33.6887794)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Jimmy Autry State Prison,1.0,-84.14603009999999,31.1889076,POINT (-84.14603009999999 31.1889076)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Johnson State Prison,1.0,-82.70509760000002,32.7420715,POINT (-82.70509760000002 32.7420715)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Lee State Prison,1.0,-84.1936111,31.7635518,POINT (-84.1936111 31.7635518)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Long Unit,1.0,-81.8224362,31.7755541,POINT (-81.8224362 31.7755541)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Macon State Prison,1.0,-84.0913509,32.2589934,POINT (-84.0913509 32.2589934)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Montgomery State Prison,1.0,-82.5662416,32.1619422,POINT (-82.5662416 32.1619422)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Phillips State Prison,1.0,-83.9107214,34.0940242,POINT (-83.9107214 34.0940242)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Pulaski State Prison,1.0,-83.45724179999999,32.3120472,POINT (-83.45724179999999 32.3120472)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Rogers State Prison,1.0,-82.1644354,32.0036263,POINT (-82.1644354 32.0036263)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Rutledge State Prison,1.0,-84.8663699,32.4959948,POINT (-84.8663699 32.4959948)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Smith State Prison,1.0,-81.915783,31.9734076,POINT (-81.915783 31.9734076)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,S.M.U. Special Management Unit at Georgia Diagnostic and Classification State Prison,1.0,-82.90712300000001,32.1574351,POINT (-82.90712300000001 32.1574351)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Telfair State Prison,1.0,-82.9088732,32.0883644,POINT (-82.9088732 32.0883644)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Valdosta State Prison & Annex,1.0,-83.3451042,30.8583537,POINT (-83.3451042 30.8583537)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Walker State Prison,1.0,-85.261597,34.8095766,POINT (-85.261597 34.8095766)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Ware State Prison,1.0,-82.3953247,31.2586097,POINT (-82.3953247 31.2586097)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Washington State Prison,1.0,-82.5953018,32.9881011,POINT (-82.5953018 32.9881011)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Whitworth Women's Facility,1.0,-82.9383007,34.3120882,POINT (-82.9383007 34.3120882)
,,,1.0,0.0,0.0,0.0,,Georgia,GA,Wilcox State Prison,1.0,-83.30078189999999,31.9861377,POINT (-83.30078189999999 31.9861377)
,,,1.0,0.0,0.0,0.0,,Hawaii,HI,Halawa Correctional Facility – Aiea,1.0,-157.8992731,21.3735655,POINT (-157.8992731 21.3735655)
,,,1.0,0.0,0.0,0.0,,Hawaii,HI,Hawaii Youth Correctional Facility – Kailua,1.0,-157.751885,21.3741565,POINT (-157.751885 21.3741565)
,,,1.0,0.0,0.0,0.0,,Hawaii,HI,Kulani Correctional Facility – Hilo ,1.0,-155.3013889,19.5496425,POINT (-155.3013889 19.5496425)
,,,1.0,0.0,0.0,0.0,,Hawaii,HI,Waiawa Correctional Facility – Waipahu ,1.0,-157.961376,21.4450234,POINT (-157.961376 21.4450234)
,,,1.0,0.0,0.0,0.0,,Hawaii,HI,Women's Community Correctional Center – Kailua,1.0,-157.7486283,21.3774919,POINT (-157.7486283 21.3774919)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,Mountain View Transformation Center ,1.0,-114.7420408,44.0682019,POINT (-114.7420408 44.0682019)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,Idaho State Correctional Center,1.0,-116.2367628,43.4701947,POINT (-116.2367628 43.4701947)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,Idaho Maximum Security Institution,1.0,-116.2239147,43.4790447,POINT (-116.2239147 43.4790447)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,Idaho State Correctional Institution,1.0,-116.2203273,43.4775711,POINT (-116.2203273 43.4775711)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,South Boise Women's Correctional Center,1.0,-116.229973,43.481412,POINT (-116.229973 43.481412)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,South Idaho Correctional Institution ,1.0,-116.2117081,43.4759041,POINT (-116.2117081 43.4759041)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,North Idaho Correctional Institution ,1.0,-117.0018462,46.4152745,POINT (-117.0018462 46.4152745)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,Idaho Correctional Institution - Orofino ,1.0,-116.2606295,46.4916131,POINT (-116.2606295 46.4916131)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,Pocatello Women's Correctional Cent ,1.0,-112.45025,42.8430134,POINT (-112.45025 42.8430134)
,,,1.0,0.0,0.0,0.0,,Idaho,ID,St. Anthony Work Camp ,1.0,-111.6821847,43.96630080000001,POINT (-111.6821847 43.96630080000001)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Menard Correctional Center,1.0,-89.8430255,37.9116378,POINT (-89.8430255 37.9116378)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Pontiac Correctional Center,1.0,-88.6359887,40.87106790000001,POINT (-88.6359887 40.87106790000001)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Stateville Correctional Center,1.0,-88.0897291,41.5788468,POINT (-88.0897291 41.5788468)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Northern Reception and Classification,1.0,-89.3985283,40.6331249,POINT (-89.3985283 40.6331249)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Dixon Correctional Center,1.0,-89.48252169999999,41.8735826,POINT (-89.48252169999999 41.8735826)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Hill Correctional Center,1.0,-90.4072168,40.9396688,POINT (-90.4072168 40.9396688)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Lawrence Correctional Center,1.0,-87.9059082,38.7284952,POINT (-87.9059082 38.7284952)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Pinckneyville Correctional Center,1.0,-89.32758729999999,38.0851943,POINT (-89.32758729999999 38.0851943)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Western Illinois Correctional Center,1.0,-90.7509645,39.9626199,POINT (-90.7509645 39.9626199)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Big Muddy River Correctional Center,1.0,-88.90695869999999,38.1307352,POINT (-88.90695869999999 38.1307352)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Danville Correctional Center,1.0,-87.5361797,40.1323502,POINT (-87.5361797 40.1323502)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Illinois River Correctional Center,1.0,-90.08155049999999,40.5597915,POINT (-90.08155049999999 40.5597915)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Menard Medium Security Unit,1.0,-89.83325239999999,37.9184381,POINT (-89.83325239999999 37.9184381)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Pontiac Medium Security Unit,1.0,-88.62978389999999,40.8808666,POINT (-88.62978389999999 40.8808666)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Shawnee Correctional Center,1.0,-88.7769392,37.3996734,POINT (-88.7769392 37.3996734)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Centralia Correctional Center,1.0,-89.1921734,38.5536852,POINT (-89.1921734 38.5536852)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Decatur Correctional Center,1.0,-88.9270725,39.8936452,POINT (-88.9270725 39.8936452)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Graham Correctional Center,1.0,-89.4739925,39.1274808,POINT (-89.4739925 39.1274808)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Lincoln Correctional Center,1.0,-89.38986059999999,40.1166885,POINT (-89.38986059999999 40.1166885)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Logan Correctional Center,1.0,-89.3911526,40.1135064,POINT (-89.3911526 40.1135064)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Sheridan Correctional Center,1.0,-88.6808953,41.5178018,POINT (-88.6808953 41.5178018)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Jacksonville Correctional Center,1.0,-90.17738190000001,39.7241376,POINT (-90.17738190000001 39.7241376)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Robinson Correctional Center,1.0,-87.69888430000002,39.0212454,POINT (-87.69888430000002 39.0212454)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Taylorville Correctional Center,1.0,-89.2280371,39.5139112,POINT (-89.2280371 39.5139112)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,East Moline Correctional Center,1.0,-90.4195075,41.5330971,POINT (-90.4195075 41.5330971)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Southwestern Illinois Correctional Center,1.0,-87.86479609999999,38.8742719,POINT (-87.86479609999999 38.8742719)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Vandalia Correctional Center,1.0,-89.096192,39.0094889,POINT (-89.096192 39.0094889)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Vienna Correctional Center,1.0,-88.7718695,37.4048766,POINT (-88.7718695 37.4048766)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Clayton Work Camp,1.0,-90.9616645,40.0280814,POINT (-90.9616645 40.0280814)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Dixon Springs Impact Incarceration Program,1.0,-88.6637631,37.3811089,POINT (-88.6637631 37.3811089)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,DuQuoin Impact Incarceration Program,1.0,-89.2361935,38.0114393,POINT (-89.2361935 38.0114393)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,East Moline Work Camps 1 and 2,1.0,-90.4442979,41.5008673,POINT (-90.4442979 41.5008673)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Greene County Work Camp,1.0,-90.3863883,39.46178039999999,POINT (-90.3863883 39.46178039999999)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Pittsfield Work Camp,1.0,-90.84682459999999,39.5976142,POINT (-90.84682459999999 39.5976142)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Southwestern Illinois Work Camp,1.0,-87.86479609999999,38.8742719,POINT (-87.86479609999999 38.8742719)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Stateville Minimum Security Unit,1.0,-88.0897291,41.5788468,POINT (-88.0897291 41.5788468)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Crossroads Adult Transition Center,1.0,-89.3985283,40.6331249,POINT (-89.3985283 40.6331249)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,Fox Valley Adult Transition Center,1.0,-88.32032219999999,41.7879637,POINT (-88.32032219999999 41.7879637)
,,,1.0,0.0,0.0,0.0,,Illinois,IL,North Lawndale Adult Transition Center,1.0,-87.69738939999999,41.8681715,POINT (-87.69738939999999 41.8681715)
